TAG,ShrinkWrapper,FaultHoldSpeed,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,FaultReasonCode,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,FAULT_Code,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,FAULT_RESET,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,FAULT_Type,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,LAST_ScanTime_us,"Last Scan Time in microseconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,LAST_WD_TS,"","Base_WD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,LGHCounter,"","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,LGHTimer,"LGH Step 1 Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mControl,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,ShrinkWrapper,mControl,"Machine UDT Step String Update String",,"mControl.0"
COMMENT,ShrinkWrapper,mControl,"Signal Energy Storage",,"mControl.4"
COMMENT,ShrinkWrapper,mControl,"We DONT have an Alarm",,"mControl.6"
COMMENT,ShrinkWrapper,mControl,"Cycle Complete$NCheck for Starve Condition",,"mControl.7"
COMMENT,ShrinkWrapper,mControl,"Run Next Cycle",,"mControl.8"
COMMENT,ShrinkWrapper,mControl,"CycleTime Block",,"mControl.9"
COMMENT,ShrinkWrapper,mControl,"Idle Mode",,"mControl.12"
COMMENT,ShrinkWrapper,mControl,"One-Shot Control Bit",,"mControl.13"
COMMENT,ShrinkWrapper,mControl,"Finished Goods Ready to Accept Pallet",,"mControl.14"
COMMENT,ShrinkWrapper,mControl,"Manual Set$NStarve Condition",,"mControl.15"
COMMENT,ShrinkWrapper,mControl,"Enable AutoStart First Scan",,"mControl.16"
COMMENT,ShrinkWrapper,mControl,"AutoStart first Scan",,"mControl.17"
COMMENT,ShrinkWrapper,mControl,"Alarm Present",,"mControl.18"
COMMENT,ShrinkWrapper,mControl,"Block Line Update$NBatchID",,"mControl.19"
COMMENT,ShrinkWrapper,mControl,"Machine Running",,"mControl.20"
COMMENT,ShrinkWrapper,mControl,"Machine Available",,"mControl.21"
COMMENT,ShrinkWrapper,mControl,"Set BatchID$NTo$NNOBatchID",,"mControl.22"
COMMENT,ShrinkWrapper,mControl,"One-Shot Control Bit",,"mControl.23"
COMMENT,ShrinkWrapper,mControl,"One-Shot Control Bit",,"mControl.24"
COMMENT,ShrinkWrapper,mControl,"Reset Button$NMust be in Single Cycle Mode",,"mControl.25"
COMMENT,ShrinkWrapper,mControl,"Start$NUse this for One-Shot Start Button",,"mControl.26"
COMMENT,ShrinkWrapper,mControl,"One-Shot Control Bit",,"mControl.27"
COMMENT,ShrinkWrapper,mControl,"Stop Machine",,"mControl.28"
COMMENT,ShrinkWrapper,mControl,"Actual Start Button",,"mControl.29"
COMMENT,ShrinkWrapper,mControl,"Auto Mode",,"mControl.30"
COMMENT,ShrinkWrapper,mControl,"Single Cycle",,"mControl.31"
TAG,ShrinkWrapper,mControl1,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,ShrinkWrapper,mControl1,"Deep Reset",,"mControl1.12"
COMMENT,ShrinkWrapper,mControl1,"RA_AssetData1",,"mControl1.21"
COMMENT,ShrinkWrapper,mControl1,"RA_AssetData2",,"mControl1.22"
TAG,ShrinkWrapper,mCT,"Snapshot CycleTime","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mCycleCount,"Machine Cycle Count","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mCycleTimer,"Overall Cycle time Timer -","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mDemandHold,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mDemandStart,"Demand kWh Starting Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mDemandTimer,"Demand Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mEnergy,"Mixer","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mEnergyTransferIN,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mEnergyTransferOUT,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mEnergy_Storage,"","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mGoodPartODO,"Good Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mGoodParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mIdealCycleTime,"Ideal Cycle Time$NSeconds per Part","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mLGHFault,"","Base_LGH_Mode","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mMachineUDT,"","MachineUDT","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,ShrinkWrapper,mMachineUDT,"Machine ID intended to be Machine 1 Line 1 Plant 12",,"mMachineUDT.MACHINEID"
COMMENT,ShrinkWrapper,mMachineUDT,"BatchID Not assured to be Unique - use the CRID for uniqueness",,"mMachineUDT.BATCHID"
COMMENT,ShrinkWrapper,mMachineUDT,"This contains the CreateID for the Batch - Generated in the Controller -",,"mMachineUDT.CRID"
COMMENT,ShrinkWrapper,mMachineUDT,"This contains the Product Code - also considered the Receipe Name",,"mMachineUDT.PRODUCTCODE"
COMMENT,ShrinkWrapper,mMachineUDT,"This contains the units per Mix that the Receipe produces -i.e. Final Product Count",,"mMachineUDT.UNITPERMIX"
COMMENT,ShrinkWrapper,mMachineUDT,"Machine Step Number",,"mMachineUDT.MACHINESTEP"
COMMENT,ShrinkWrapper,mMachineUDT,"This is the BatchActive Boolean On>Active$NOff>InActive",,"mMachineUDT.MACHINEACTIVE"
COMMENT,ShrinkWrapper,mMachineUDT,"This contains the String that Defines the Step Operation",,"mMachineUDT.MACHINESTEPSTRING"
COMMENT,ShrinkWrapper,mMachineUDT,"This contains the KWh for the Mix",,"mMachineUDT.ENERGY"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper$NReady To$NAccept",,"mMachineUDT.INTERLOCKS.0"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper$NReady To$NRelease",,"mMachineUDT.INTERLOCKS.1"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper Release In Transition",,"mMachineUDT.INTERLOCKS.2"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper$NBlocked",,"mMachineUDT.INTERLOCKS.3"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper$NStarved",,"mMachineUDT.INTERLOCKS.4"
COMMENT,ShrinkWrapper,mMachineUDT,"Palletizer to Shrink Wrapper$NTransition",,"mMachineUDT.INTERLOCKS.5"
COMMENT,ShrinkWrapper,mMachineUDT,"Machine is in Cycle",,"mMachineUDT.INTERLOCKS.27"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper Scrap Alarm Exist",,"mMachineUDT.INTERLOCKS.29"
COMMENT,ShrinkWrapper,mMachineUDT,"Shrink Wrapper Auto Mode",,"mMachineUDT.INTERLOCKS.30"
TAG,ShrinkWrapper,MODN,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mPerf,"","Base_Perform","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mPerfState_Holding,"Holding Value of Performance State","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mProductPointer,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mRA_Asset,"","Base_RA_Asset","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mRecipeActualProcedure,"Actual ShrinkWrapper$NProcedure","Base_Temp_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mRecipeTargetProcedures,"","Base_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mScrapParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShiftGParts,"Shift Good Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShiftSParts,"Shift Scrap Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShiftTParts,"Shift Total Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkConsume,"Meters used to Wrap Pallet","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkTarget,"Target Meters for Wrap of one Pallet","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapperDemand,"Shrink Wrapper Demand per Minute","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapperElect,"","Energy_Electric_Analog","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapperKWh,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapperStorage,"","Base_StorageLOC","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapper_BEO_EE,"Shrink Wrapper BEO CIP Energy UDT","BEO","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mShrinkWrapper_Mode,"","Base_Sim","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mStartEnergy,"This is the energy at the start of the MIX","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mState,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mStateFilterDelay,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mStepControl,"","StepLogic[10]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,ShrinkWrapper,mStepControl,"Start Step 1",,"mStepControl[1].CONTROL.0"
COMMENT,ShrinkWrapper,mStepControl,"Step 1 Active",,"mStepControl[1].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 1 Timer",,"mStepControl[1].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 1 Timer$NDone",,"mStepControl[1].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 2 Active",,"mStepControl[2].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 2 Timer",,"mStepControl[2].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 2 Timer$NDone",,"mStepControl[2].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 3 Active",,"mStepControl[3].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Depositor Operation Complete",,"mStepControl[3].CONTROL.2"
COMMENT,ShrinkWrapper,mStepControl,"Step 3 Timer",,"mStepControl[3].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 3 Timer$NDone",,"mStepControl[3].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 4 Active",,"mStepControl[4].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 4 Timer",,"mStepControl[4].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 4 Timer$NDone",,"mStepControl[4].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 5 Active",,"mStepControl[5].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 5 Timer",,"mStepControl[5].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 5 Timer$NDone",,"mStepControl[5].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 6 Active",,"mStepControl[6].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 6 Timer",,"mStepControl[6].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 6 Timer$NDone",,"mStepControl[6].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 7 Active",,"mStepControl[7].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 7 Timer",,"mStepControl[7].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 7 Timer$NDone",,"mStepControl[7].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 8 Active",,"mStepControl[8].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 8 Timer",,"mStepControl[8].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 8 Timer$NDone",,"mStepControl[8].INSTEPTIMER.DN"
COMMENT,ShrinkWrapper,mStepControl,"Step 9 Active",,"mStepControl[9].CONTROL.1"
COMMENT,ShrinkWrapper,mStepControl,"Step 9 Timer",,"mStepControl[9].INSTEPTIMER"
COMMENT,ShrinkWrapper,mStepControl,"Step 9 Timer$NDone",,"mStepControl[9].INSTEPTIMER.DN"
TAG,ShrinkWrapper,mStepEnergy,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mTotalPartODO,"Total Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mTotalParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mTransfer_Energy,"This is the energy constants used for electrical usage","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,mWorkcell,"Shrink Wrapper Workcell","FTM_Workcell","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,R,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,RANDOM,"Random Number < 1","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,RANDOM1M,"1 Minus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,RANDOM1P,"1 Plus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,RANDOMP1,"Random /10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,Recipe_IdealCT,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,ShrinkWrapperVFD,"","LB_VFD_Ramp","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,ShrinkWrapperVFD_REQ,"","Base_VFD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,SW_AlignmentAlarm_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,SW_DriveAlarm_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,SW_EmptyAlarm_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,SW_SpeedAlarm_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,Transfer_Gap,"Used for Separation of Machine function","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,WD_Counter,"WatchDog Counter","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,WD_HIST,"","Base_WD[10]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,ShrinkWrapper,PL_ShrinkWrap_Alarm,"Shrink Wrapper No shrink wrap Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := false, AckRequired := false, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
ALMMSG:en-US,ShrinkWrapper,PL_ShrinkWrap_Alarm,"Wrapper - No shrink wrap Alarm. Please replace and order.",,"AM"
TAG,ShrinkWrapper,ShrinkWrapper_DriveAlarm,"Shrink Wrapper Drive Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := false, AckRequired := false, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
ALMMSG:en-US,ShrinkWrapper,ShrinkWrapper_DriveAlarm,"Mixer - Main Drive FAULT Alarm.",,"AM"
TAG,ShrinkWrapper,SW_Alignment_Alarm,"ShrinkWrapper Alignment  Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := false, AckRequired := false, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
ALMMSG:en-US,ShrinkWrapper,SW_Alignment_Alarm,"Palletizer - Alignment  Alarm. Check box alignment on pallet.",,"AM"
TAG,ShrinkWrapper,SW_DriveAlarm,"","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
TAG,ShrinkWrapper,SW_QualityAlarm,"","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
TAG,ShrinkWrapper,SW_SpeedAlarm,"","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Weather_Sim,Carrier_Target,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,CSim,"Carrier Frequency Simulation","Base_Analog_Sim","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,DailyCosineH,"Daily Cosine Ambient Humidity Simulation","SinCosWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,DailyCosineT,"Daily Cosine Ambient Temperature Simulation","SinCosWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,HSim,"Humidity Simulation","Base_Analog_Sim","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Humidity_Percent,"Humidity Percent$NResult of Simulation","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Humidity_Target,"Humidity Target Externally set or simulated","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,mControl,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Weather_Sim,mControl,"Enable External Target",,"mControl.0"
COMMENT,Weather_Sim,mControl,"PRE SCAN",,"mControl.17"
TAG,Weather_Sim,PeriodCosineC,"Period X Cosine Carrier Value","SinCosWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,PI,"Standard Value of PI","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Reduced,"Factor to Reduce the Humidity influence","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,ReducedFactor,"Per Unit of Factor","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Reduced_Holding,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Temperature_C,"Temperature Degree C$NResult of Simulation","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Temperature_F,"Temperature Degree F$NResult of Simulation","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,Temperature_Target,"Temperature Target Externaly Set or Simulated","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,TempHumidUpdate,"Temperature Humidity Update Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,TimeFactor,"Final Time Factor","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,TSim,"Temperature Simulation","Base_Analog_Sim","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Weather_Sim,ValAt180,"Factor we want at 180 Degrees","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Wrapper,AlarmRC,"Alarm Reason Codes","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,Alarm_Control,"Alarm Control Word","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Wrapper,Alarm_Control,"Wrapper Jaw Temperature Alarm Enable",,"Alarm_Control[0].0"
COMMENT,Wrapper,Alarm_Control,"Wrapper Jaw Temperature Alarm",,"Alarm_Control[0].1"
COMMENT,Wrapper,Alarm_Control,"Wrapper Jaw Temperature Alarm Reset Button could be on HMI",,"Alarm_Control[0].2"
COMMENT,Wrapper,Alarm_Control,"Top Alarm Button$Nfrom HMI",,"Alarm_Control[0].3"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Metal Detected Alarm$NRequest$NThis is set by the HMI",,"Alarm_Control[1].0"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Metal Detected Alarm",,"Alarm_Control[1].1"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Metal Detected Alarm Request from HMI",,"Alarm_Control[1].2"
COMMENT,Wrapper,Alarm_Control,"HMI 2nd Alarm$NOption Button",,"Alarm_Control[1].3"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Label Missing  Alarm$NRequest from HMI",,"Alarm_Control[2].0"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Label Missing  Alarm$NScrap",,"Alarm_Control[2].1"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Label Missing  Alarm$NReset From HMI",,"Alarm_Control[2].2"
COMMENT,Wrapper,Alarm_Control,"HMI 3rd Alarm$NOption Button",,"Alarm_Control[2].3"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Jaws Jam Alarm$NThis is set by the HMI",,"Alarm_Control[3].0"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Jaws Jam Alarm",,"Alarm_Control[3].1"
COMMENT,Wrapper,Alarm_Control,"Tray Wrapper Jaws Jam Alarm$NReset Button could be on HMI",,"Alarm_Control[3].2"
COMMENT,Wrapper,Alarm_Control,"HMI 4th Alarm$NOption Button",,"Alarm_Control[3].3"
COMMENT,Wrapper,Alarm_Control,"Motor Over Current Alarm Request$NSet True and alarm will occur when in Step 2$NTurned off in Controller",,"Alarm_Control[4].6"
COMMENT,Wrapper,Alarm_Control,"Machine Fault$NSet by HMI",,"Alarm_Control[9].0"
COMMENT,Wrapper,Alarm_Control,"Machine Fault",,"Alarm_Control[9].1"
COMMENT,Wrapper,Alarm_Control,"Machine Fault Reset",,"Alarm_Control[9].2"
TAG,Wrapper,Ambient,"Amient Temperature - Degrees F of course$Nmore accurate than degrees C","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,AR,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,ARB,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,BTUs,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,cp,"Control Factor on how fast we change the Oven Zone Temperatures the larger the number the quicker the rise and fall of the temperature","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,cp_therm,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,CycleTime,"","Base_CycleTime","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Wrapper,CycleTimeValid_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
